flight_id,flight_number,aircraft_id,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,flight_status,created_at,updated_at
FL00155,LH8402,AC0013,CZS,BHO,2023-03-07 08:14:00,2023-03-07 13:14:00,2023-03-07 08:14:00,2023-03-07 13:14:00,On Time,2021-01-18,2022-04-01
FL00156,AA9059,AC0007,JEE,YQQ,2023-07-29 21:26:00,2023-07-29 23:26:00,2023-07-29 21:26:00,2023-07-29 23:26:00,Delayed,2020-07-18,2022-07-04
FL00157,AA9177,AC0029,BRC,FWE,2023-05-19 01:30:00,2023-05-19 12:30:00,2023-05-19 01:30:00,2023-05-19 12:30:00,On Time,2020-10-20,2022-11-29
FL00158,BA987,AC0033,SYI,XYK,2023-10-21 01:54:00,2023-10-21 02:54:00,2023-10-21 01:54:00,2023-10-21 02:54:00,On Time,2021-04-20,2022-01-02
FL00159,BA1243,AC0014,IPW,DWY,2023-06-02 20:12:00,2023-06-03 00:12:00,2023-06-02 20:12:00,2023-06-03 00:12:00,Delayed,2022-08-08,2022-08-07
FL00160,LH2194,AC0036,EXJ,BHO,2023-10-22 03:45:00,2023-10-22 12:45:00,2023-10-22 03:45:00,2023-10-22 12:45:00,On Time,2020-05-26,2022-09-16
FL00161,BA5245,AC0026,YZY,WUE,2023-02-19 09:48:00,2023-02-19 11:48:00,2023-02-19 09:48:00,2023-02-19 11:48:00,On Time,2020-10-25,2022-11-29
FL00162,UA8940,AC0025,EGA,GIS,2023-05-30 21:04:00,2023-05-31 03:04:00,2023-05-30 21:04:00,2023-05-31 03:04:00,Delayed,2021-02-05,2022-03-29
FL00163,DL3015,AC0034,VKZ,NAN,2023-08-31 02:09:00,2023-08-31 06:09:00,,,Cancelled,2020-12-18,2022-11-07
FL00164,LH8155,AC0043,SYI,IPW,2023-11-23 11:49:00,2023-11-23 13:49:00,2023-11-23 11:49:00,2023-11-23 13:49:00,On Time,2022-02-22,2022-04-25
FL00165,AA9703,AC0025,OFX,UPD,2023-12-04 18:16:00,2023-12-05 01:16:00,2023-12-04 18:16:00,2023-12-05 01:16:00,Delayed,2022-03-30,2022-01-20
FL00166,AA1259,AC0032,DZJ,BHO,2023-02-27 08:24:00,2023-02-27 14:24:00,2023-02-27 08:24:00,2023-02-27 14:24:00,On Time,2020-06-01,2022-02-16
FL00167,LH9262,AC0007,VRJ,SYI,2023-05-03 20:42:00,2023-05-03 21:42:00,2023-05-03 20:42:00,2023-05-03 21:42:00,Delayed,2022-05-14,2022-07-31
FL00168,LH7685,AC0018,IPW,HZP,2023-05-27 14:00:00,2023-05-27 16:00:00,,,Cancelled,2021-03-17,2022-06-25
FL00169,DL3988,AC0035,INO,ZBQ,2023-02-06 02:27:00,2023-02-06 13:27:00,,,Cancelled,2020-11-24,2022-05-25
FL00170,BA7060,AC0042,EGA,XYK,2023-04-01 22:57:00,2023-04-02 08:57:00,2023-04-01 22:57:00,2023-04-02 08:57:00,Delayed,2020-05-28,2022-01-06
FL00171,UA5748,AC0050,FJK,YQQ,2023-02-07 21:07:00,2023-02-08 06:07:00,2023-02-07 21:07:00,2023-02-08 06:07:00,Delayed,2022-05-07,2022-01-10
FL00172,LH6952,AC0003,XYK,GUE,2023-07-15 13:00:00,2023-07-15 20:00:00,2023-07-15 13:00:00,2023-07-15 20:00:00,On Time,2022-11-05,2022-10-20
FL00173,LH1049,AC0022,UIA,OFX,2023-02-08 23:43:00,2023-02-09 08:43:00,2023-02-08 23:43:00,2023-02-09 08:43:00,Delayed,2022-04-29,2022-04-11
FL00174,BA5119,AC0012,AGZ,LTH,2023-01-10 06:46:00,2023-01-10 08:46:00,2023-01-10 06:46:00,2023-01-10 08:46:00,On Time,2020-03-07,2022-08-04
FL00175,UA7008,AC0034,AGZ,XYK,2023-08-21 03:00:00,2023-08-21 12:00:00,2023-08-21 03:00:00,2023-08-21 12:00:00,On Time,2020-07-09,2022-07-09
FL00176,AA3290,AC0032,FJK,INO,2023-01-04 17:22:00,2023-01-04 19:22:00,2023-01-04 17:22:00,2023-01-04 19:22:00,On Time,2020-09-16,2022-04-26
FL00177,BA8353,AC0029,MCQ,AGZ,2023-05-09 11:30:00,2023-05-09 22:30:00,2023-05-09 11:30:00,2023-05-09 22:30:00,Delayed,2021-03-23,2022-12-09
FL00178,AA5770,AC0013,BHO,YQQ,2023-01-06 15:48:00,2023-01-06 16:48:00,2023-01-06 15:48:00,2023-01-06 16:48:00,On Time,2020-04-01,2022-12-31
FL00179,AA3966,AC0008,BMW,SYI,2023-03-16 23:44:00,2023-03-17 01:44:00,2023-03-16 23:44:00,2023-03-17 01:44:00,On Time,2020-01-06,2022-12-23
FL00180,DL3161,AC0029,MHM,FJK,2023-03-12 09:11:00,2023-03-12 11:11:00,2023-03-12 09:11:00,2023-03-12 11:11:00,Delayed,2022-04-30,2022-09-27
FL00181,LH9674,AC0006,CZS,YZY,2023-07-31 13:26:00,2023-07-31 18:26:00,2023-07-31 13:26:00,2023-07-31 18:26:00,On Time,2021-06-05,2022-07-05
FL00182,LH6632,AC0040,UIA,GUE,2023-07-11 11:51:00,2023-07-11 13:51:00,2023-07-11 11:51:00,2023-07-11 13:51:00,On Time,2020-01-23,2022-01-03
FL00183,UA1105,AC0029,VXN,SYI,2023-04-16 21:04:00,2023-04-16 23:04:00,,,Cancelled,2020-01-25,2022-01-02
FL00184,DL9891,AC0047,BHO,MZY,2023-06-30 21:53:00,2023-07-01 00:53:00,2023-06-30 21:53:00,2023-07-01 00:53:00,Delayed,2020-10-17,2022-01-07
FL00185,AA7209,AC0014,EGA,ZBQ,2023-06-26 13:17:00,2023-06-26 14:17:00,2023-06-26 13:17:00,2023-06-26 14:17:00,On Time,2021-11-23,2022-04-19
FL00186,UA1139,AC0031,XYK,EEF,2023-08-12 03:16:00,2023-08-12 12:16:00,2023-08-12 03:16:00,2023-08-12 12:16:00,On Time,2022-03-17,2022-11-04
FL00187,LH8017,AC0021,WUE,AJF,2023-01-14 19:38:00,2023-01-15 01:38:00,2023-01-14 19:38:00,2023-01-15 01:38:00,On Time,2021-11-30,2022-04-11
FL00188,UA8643,AC0020,DZJ,MCQ,2023-12-20 13:45:00,2023-12-20 22:45:00,,,Cancelled,2022-09-29,2022-10-10
FL00189,DL1374,AC0022,MCQ,EXJ,2023-10-11 10:13:00,2023-10-11 15:13:00,2023-10-11 10:13:00,2023-10-11 15:13:00,Delayed,2020-05-24,2022-11-26
FL00190,DL7794,AC0010,RYZ,PFA,2023-07-21 02:21:00,2023-07-21 07:21:00,2023-07-21 02:21:00,2023-07-21 07:21:00,On Time,2021-10-29,2022-02-07
FL00191,LH5976,AC0031,EGA,MZY,2023-03-04 01:47:00,2023-03-04 02:47:00,2023-03-04 01:47:00,2023-03-04 02:47:00,Delayed,2022-05-06,2022-07-11
FL00192,AA1791,AC0036,AJF,BRC,2023-11-28 01:05:00,2023-11-28 02:05:00,2023-11-28 01:05:00,2023-11-28 02:05:00,On Time,2020-11-26,2022-09-20
FL00193,UA4573,AC0039,EEF,ZBQ,2023-07-19 11:48:00,2023-07-19 12:48:00,2023-07-19 11:48:00,2023-07-19 12:48:00,Delayed,2021-11-08,2022-02-23
FL00194,LH1251,AC0025,FJK,FWE,2023-07-03 14:02:00,2023-07-03 15:02:00,2023-07-03 14:02:00,2023-07-03 15:02:00,On Time,2021-09-16,2022-07-05
FL00195,BA8394,AC0018,YLS,UIA,2023-06-18 21:47:00,2023-06-19 07:47:00,,,Cancelled,2021-05-22,2022-01-12
FL00196,AA4984,AC0024,LTH,INO,2023-11-21 12:31:00,2023-11-21 22:31:00,2023-11-21 12:31:00,2023-11-21 22:31:00,On Time,2020-01-28,2022-08-23
FL00197,UA6909,AC0017,AGZ,GUE,2023-01-08 05:17:00,2023-01-08 14:17:00,2023-01-08 05:17:00,2023-01-08 14:17:00,Delayed,2021-10-17,2022-12-13
FL00198,BA3825,AC0004,INO,MZY,2023-12-03 02:26:00,2023-12-03 10:26:00,2023-12-03 02:26:00,2023-12-03 10:26:00,Delayed,2022-07-17,2022-05-11
FL00199,LH4677,AC0029,FJK,EGA,2023-08-19 01:26:00,2023-08-19 11:26:00,,,Cancelled,2021-10-08,2022-01-06
FL00200,UA2369,AC0047,GIS,ZBQ,2023-08-02 12:52:00,2023-08-02 23:52:00,2023-08-02 12:52:00,2023-08-02 23:52:00,Delayed,2021-04-07,2022-06-27
FL00201,AA3250,AC0028,EEF,JEE,2023-10-11 05:06:00,2023-10-11 08:06:00,2023-10-11 05:06:00,2023-10-11 08:06:00,Delayed,2022-10-01,2022-08-05
FL00202,DL8720,AC0049,GIS,VXN,2023-01-10 15:54:00,2023-01-11 02:54:00,2023-01-10 15:54:00,2023-01-11 02:54:00,Delayed,2020-12-02,2022-03-12
FL00203,AA6831,AC0038,FWE,WUE,2023-02-14 05:14:00,2023-02-14 11:14:00,2023-02-14 05:14:00,2023-02-14 11:14:00,Delayed,2020-08-16,2022-02-21
FL00204,BA118,AC0019,WUE,WTQ,2023-10-06 11:37:00,2023-10-06 13:37:00,2023-10-06 11:37:00,2023-10-06 13:37:00,On Time,2020-10-26,2022-12-31
FL00205,AA2303,AC0028,YXX,EGA,2023-12-11 22:25:00,2023-12-12 06:25:00,2023-12-11 22:25:00,2023-12-12 06:25:00,On Time,2021-05-29,2022-06-24
FL00206,LH6059,AC0028,VKZ,YLS,2023-02-15 17:48:00,2023-02-15 20:48:00,2023-02-15 17:48:00,2023-02-15 20:48:00,On Time,2021-08-17,2022-06-25
FL00207,DL8394,AC0037,INO,JMW,2023-04-10 20:56:00,2023-04-11 07:56:00,2023-04-10 20:56:00,2023-04-11 07:56:00,Delayed,2020-10-03,2022-08-05
FL00208,LH3508,AC0003,SYI,VKZ,2023-03-26 01:23:00,2023-03-26 11:23:00,2023-03-26 01:23:00,2023-03-26 11:23:00,Delayed,2020-11-08,2022-11-02
FL00209,LH2372,AC0030,FWE,MKO,2023-04-06 05:29:00,2023-04-06 09:29:00,2023-04-06 05:29:00,2023-04-06 09:29:00,Delayed,2021-05-25,2022-12-25
FL00210,BA3708,AC0002,YLS,EGA,2023-07-17 09:50:00,2023-07-17 16:50:00,2023-07-17 09:50:00,2023-07-17 16:50:00,On Time,2022-06-05,2022-01-03
FL00211,AA2751,AC0002,MZY,JMW,2023-08-29 14:14:00,2023-08-29 18:14:00,2023-08-29 14:14:00,2023-08-29 18:14:00,On Time,2020-02-09,2022-12-26
FL00212,LH7156,AC0011,UPD,MHM,2023-03-15 09:59:00,2023-03-15 15:59:00,2023-03-15 09:59:00,2023-03-15 15:59:00,Delayed,2022-08-17,2022-01-29
FL00213,UA9884,AC0050,WUE,NRQ,2023-08-30 23:20:00,2023-08-31 01:20:00,2023-08-30 23:20:00,2023-08-31 01:20:00,On Time,2020-01-11,2022-09-18
FL00214,DL7298,AC0005,GIS,SYI,2023-05-23 23:15:00,2023-05-24 10:15:00,2023-05-23 23:15:00,2023-05-24 10:15:00,Delayed,2020-06-05,2022-02-21
FL00215,LH2188,AC0049,NRQ,YLS,2023-03-23 02:40:00,2023-03-23 03:40:00,2023-03-23 02:40:00,2023-03-23 03:40:00,On Time,2022-05-04,2022-11-04
FL00216,BA420,AC0042,XIL,MZY,2023-10-31 17:47:00,2023-11-01 04:47:00,2023-10-31 17:47:00,2023-11-01 04:47:00,Delayed,2021-01-31,2022-08-14
FL00217,DL9079,AC0043,WUE,CZS,2023-02-22 07:53:00,2023-02-22 12:53:00,2023-02-22 07:53:00,2023-02-22 12:53:00,On Time,2022-04-30,2022-03-19
FL00218,BA7753,AC0025,MKO,VKZ,2023-01-18 23:48:00,2023-01-19 08:48:00,2023-01-18 23:48:00,2023-01-19 08:48:00,Delayed,2022-05-25,2022-04-01
FL00219,DL8752,AC0003,SYI,DWY,2023-09-27 13:57:00,2023-09-28 01:57:00,2023-09-27 13:57:00,2023-09-28 01:57:00,On Time,2021-01-27,2022-01-22
FL00220,AA1924,AC0008,BMW,BRC,2023-09-17 21:49:00,2023-09-18 01:49:00,2023-09-17 21:49:00,2023-09-18 01:49:00,Delayed,2022-01-09,2022-05-05
FL00221,LH8608,AC0011,JMW,GUE,2023-11-25 20:26:00,2023-11-26 03:26:00,2023-11-25 20:26:00,2023-11-26 03:26:00,On Time,2022-03-20,2022-07-01
FL00222,AA8958,AC0034,NRQ,JEE,2023-01-14 15:15:00,2023-01-14 19:15:00,2023-01-14 15:15:00,2023-01-14 19:15:00,Delayed,2021-11-25,2022-05-30
FL00223,BA3320,AC0048,NPC,VKZ,2023-11-04 00:58:00,2023-11-04 07:58:00,2023-11-04 00:58:00,2023-11-04 07:58:00,On Time,2021-03-27,2022-10-25
FL00224,BA5154,AC0037,YZY,IPW,2023-01-07 08:39:00,2023-01-07 18:39:00,2023-01-07 08:39:00,2023-01-07 18:39:00,Delayed,2022-06-10,2022-03-23
FL00225,UA1768,AC0047,DWY,MZY,2023-01-30 15:15:00,2023-01-30 19:15:00,2023-01-30 15:15:00,2023-01-30 19:15:00,On Time,2022-12-28,2022-04-03
FL00226,DL9350,AC0040,YQQ,MCQ,2023-05-16 02:44:00,2023-05-16 08:44:00,2023-05-16 02:44:00,2023-05-16 08:44:00,On Time,2021-07-02,2022-02-19
FL00227,LH8432,AC0049,AGZ,IPW,2023-12-25 22:37:00,2023-12-26 07:37:00,2023-12-25 22:37:00,2023-12-26 07:37:00,Delayed,2021-12-07,2022-04-10
FL00228,LH1210,AC0015,CZS,JMW,2023-09-24 04:01:00,2023-09-24 11:01:00,2023-09-24 04:01:00,2023-09-24 11:01:00,Delayed,2021-08-11,2022-08-20
FL00229,BA8401,AC0005,JMW,PFA,2023-11-25 11:23:00,2023-11-25 19:23:00,2023-11-25 11:23:00,2023-11-25 19:23:00,Delayed,2022-04-19,2022-04-26
FL00230,LH870,AC0019,ZBQ,PFA,2023-12-25 07:26:00,2023-12-25 17:26:00,,,Cancelled,2020-07-14,2022-10-18
FL00231,LH3320,AC0005,XIL,XYK,2023-05-20 23:10:00,2023-05-21 11:10:00,2023-05-20 23:10:00,2023-05-21 11:10:00,Delayed,2021-04-05,2022-07-04
FL00232,AA3435,AC0035,EXJ,NAN,2023-09-23 16:50:00,2023-09-23 23:50:00,2023-09-23 16:50:00,2023-09-23 23:50:00,Delayed,2021-10-12,2022-04-23
FL00233,UA6296,AC0040,EEF,DWY,2023-04-15 19:56:00,2023-04-16 05:56:00,,,Cancelled,2022-09-07,2022-05-10
FL00234,AA8182,AC0021,BHO,LTH,2023-03-31 15:08:00,2023-03-31 16:08:00,2023-03-31 15:08:00,2023-03-31 16:08:00,On Time,2020-11-07,2022-08-02
FL00235,AA2299,AC0025,YXX,TJS,2023-01-15 16:36:00,2023-01-16 03:36:00,,,Cancelled,2022-06-26,2022-09-20
FL00236,AA5344,AC0046,GUE,EEF,2023-12-08 20:07:00,2023-12-08 23:07:00,2023-12-08 20:07:00,2023-12-08 23:07:00,On Time,2022-05-22,2022-12-31
FL00237,BA1414,AC0034,JEE,DWY,2023-01-27 11:59:00,2023-01-27 14:59:00,2023-01-27 11:59:00,2023-01-27 14:59:00,On Time,2020-09-12,2022-12-09
FL00238,LH7606,AC0011,MKO,GIS,2023-12-24 04:24:00,2023-12-24 16:24:00,2023-12-24 04:24:00,2023-12-24 16:24:00,Delayed,2021-01-16,2022-03-31
FL00239,LH532,AC0038,LTH,MKO,2023-03-12 21:34:00,2023-03-13 06:34:00,2023-03-12 21:34:00,2023-03-13 06:34:00,Delayed,2020-03-08,2022-03-19
FL00240,LH8196,AC0026,IPW,CZS,2023-12-15 04:20:00,2023-12-15 05:20:00,2023-12-15 04:20:00,2023-12-15 05:20:00,Delayed,2022-12-11,2022-11-16
FL00241,AA7462,AC0029,HZP,FWE,2023-12-14 13:04:00,2023-12-14 16:04:00,2023-12-14 13:04:00,2023-12-14 16:04:00,Delayed,2022-10-01,2022-10-15
FL00242,UA4086,AC0049,BRC,GUE,2023-10-31 06:16:00,2023-10-31 18:16:00,,,Cancelled,2022-05-08,2022-02-15
FL00243,BA5993,AC0017,MKO,AJF,2023-06-17 21:39:00,2023-06-17 22:39:00,2023-06-17 21:39:00,2023-06-17 22:39:00,Delayed,2022-11-11,2022-11-24
FL00244,AA5389,AC0043,GIS,YZY,2023-03-09 10:57:00,2023-03-09 15:57:00,2023-03-09 10:57:00,2023-03-09 15:57:00,On Time,2021-02-05,2022-05-13
FL00245,DL9159,AC0005,FWE,FJK,2023-11-06 03:03:00,2023-11-06 10:03:00,2023-11-06 03:03:00,2023-11-06 10:03:00,Delayed,2020-03-27,2022-05-22
FL00246,DL4564,AC0034,PFA,NPC,2023-10-10 11:25:00,2023-10-10 19:25:00,2023-10-10 11:25:00,2023-10-10 19:25:00,On Time,2022-03-28,2022-01-15
FL00247,LH8141,AC0008,YXX,WTQ,2023-08-17 06:37:00,2023-08-17 15:37:00,,,Cancelled,2020-03-29,2022-11-19
FL00248,LH1710,AC0049,RYZ,WUE,2023-04-18 23:46:00,2023-04-19 05:46:00,2023-04-18 23:46:00,2023-04-19 05:46:00,Delayed,2021-06-15,2022-03-03
FL00249,DL131,AC0019,EEF,YZY,2023-03-11 19:43:00,2023-03-12 01:43:00,2023-03-11 19:43:00,2023-03-12 01:43:00,On Time,2020-06-20,2022-05-29
FL00250,DL6198,AC0049,AJF,DWY,2023-02-10 16:38:00,2023-02-11 02:38:00,2023-02-10 16:38:00,2023-02-11 02:38:00,Delayed,2020-08-27,2022-05-13
FL00251,DL7094,AC0004,SYI,VXN,2023-09-08 06:10:00,2023-09-08 09:10:00,2023-09-08 06:10:00,2023-09-08 09:10:00,Delayed,2022-05-23,2022-01-01
FL00252,BA9252,AC0026,UPD,TJS,2023-05-31 03:05:00,2023-05-31 14:05:00,2023-05-31 03:05:00,2023-05-31 14:05:00,Delayed,2020-07-06,2022-03-11
FL00253,UA5460,AC0009,MKO,BMW,2023-02-09 21:42:00,2023-02-09 23:42:00,2023-02-09 21:42:00,2023-02-09 23:42:00,On Time,2021-09-07,2022-08-19
FL00254,UA1630,AC0022,UIA,GUE,2023-05-18 14:27:00,2023-05-18 19:27:00,2023-05-18 14:27:00,2023-05-18 19:27:00,On Time,2022-05-28,2022-05-04
FL00255,AA4255,AC0011,FWE,FJK,2023-02-04 17:29:00,2023-02-04 22:29:00,2023-02-04 17:29:00,2023-02-04 22:29:00,On Time,2020-09-23,2022-08-13
FL00256,AA2656,AC0017,AGZ,BHO,2023-05-08 06:46:00,2023-05-08 12:46:00,,,Cancelled,2021-01-30,2022-05-01
FL00257,LH2190,AC0026,IPW,FWE,2023-03-11 15:46:00,2023-03-12 02:46:00,2023-03-11 15:46:00,2023-03-12 02:46:00,Delayed,2020-01-05,2022-04-22
FL00258,BA1167,AC0009,UPD,MCQ,2023-01-11 16:28:00,2023-01-12 02:28:00,,,Cancelled,2020-09-04,2022-06-07
FL00259,DL5850,AC0033,WUE,YZY,2023-12-12 15:54:00,2023-12-12 16:54:00,2023-12-12 15:54:00,2023-12-12 16:54:00,On Time,2022-12-03,2022-10-14
FL00260,AA5268,AC0042,MHM,AJF,2023-12-24 22:15:00,2023-12-25 03:15:00,2023-12-24 22:15:00,2023-12-25 03:15:00,On Time,2020-12-29,2022-09-26
FL00261,AA214,AC0044,YZY,FJK,2023-08-10 20:17:00,2023-08-11 03:17:00,2023-08-10 20:17:00,2023-08-11 03:17:00,Delayed,2022-03-31,2022-04-26
FL00262,BA3240,AC0020,FJK,XYK,2023-03-08 16:16:00,2023-03-08 17:16:00,2023-03-08 16:16:00,2023-03-08 17:16:00,On Time,2021-09-22,2022-01-01
FL00263,LH6683,AC0041,LTH,YZY,2023-10-17 07:30:00,2023-10-17 13:30:00,,,Cancelled,2022-03-17,2022-11-21
FL00264,DL7641,AC0049,VKZ,SYI,2023-06-19 22:29:00,2023-06-20 03:29:00,2023-06-19 22:29:00,2023-06-20 03:29:00,Delayed,2020-01-04,2022-04-18
FL00265,AA7135,AC0050,BRC,UIA,2023-01-16 21:11:00,2023-01-17 00:11:00,2023-01-16 21:11:00,2023-01-17 00:11:00,Delayed,2020-11-17,2022-08-25
FL00266,BA6719,AC0007,CZS,MHM,2023-05-26 13:35:00,2023-05-26 19:35:00,2023-05-26 13:35:00,2023-05-26 19:35:00,On Time,2022-03-22,2022-03-23
FL00267,UA5079,AC0029,YZY,DZJ,2023-01-18 14:45:00,2023-01-18 16:45:00,2023-01-18 14:45:00,2023-01-18 16:45:00,On Time,2020-06-17,2022-03-09
FL00268,BA9130,AC0018,EGA,XYK,2023-04-13 12:38:00,2023-04-13 18:38:00,2023-04-13 12:38:00,2023-04-13 18:38:00,Delayed,2022-05-04,2022-11-01
FL00269,AA490,AC0030,FUN,VXN,2023-06-26 09:22:00,2023-06-26 16:22:00,2023-06-26 09:22:00,2023-06-26 16:22:00,On Time,2020-10-17,2022-05-20
FL00270,BA4509,AC0009,OFX,UPD,2023-01-27 19:41:00,2023-01-27 21:41:00,2023-01-27 19:41:00,2023-01-27 21:41:00,On Time,2021-09-24,2022-06-22
FL00271,DL4063,AC0008,SYI,AGZ,2023-10-09 22:08:00,2023-10-10 01:08:00,2023-10-09 22:08:00,2023-10-10 01:08:00,On Time,2020-02-03,2022-01-21
FL00272,AA4338,AC0030,PFA,BHO,2023-02-14 06:12:00,2023-02-14 11:12:00,2023-02-14 06:12:00,2023-02-14 11:12:00,Delayed,2022-11-29,2022-01-17
FL00273,AA8248,AC0047,VRJ,TJS,2023-06-09 10:04:00,2023-06-09 19:04:00,2023-06-09 10:04:00,2023-06-09 19:04:00,On Time,2020-10-20,2022-09-27
FL00274,BA400,AC0044,VRJ,NPC,2023-05-05 09:46:00,2023-05-05 16:46:00,2023-05-05 09:46:00,2023-05-05 16:46:00,Delayed,2022-06-07,2022-06-13
FL00275,BA6631,AC0002,BRC,DWY,2023-04-13 11:30:00,2023-04-13 20:30:00,,,Cancelled,2021-11-27,2022-07-02
FL00276,BA7685,AC0016,GUE,OFX,2023-10-18 21:00:00,2023-10-18 22:00:00,2023-10-18 21:00:00,2023-10-18 22:00:00,Delayed,2020-09-01,2022-12-01
FL00277,BA8589,AC0039,RYZ,LTH,2023-07-13 17:23:00,2023-07-14 04:23:00,2023-07-13 17:23:00,2023-07-14 04:23:00,Delayed,2020-11-01,2022-02-20
FL00278,AA2345,AC0025,JEE,PFA,2023-01-15 10:40:00,2023-01-15 20:40:00,2023-01-15 10:40:00,2023-01-15 20:40:00,On Time,2022-05-26,2022-10-15
FL00279,BA242,AC0045,GUE,JEE,2023-06-25 16:07:00,2023-06-26 03:07:00,2023-06-25 16:07:00,2023-06-26 03:07:00,Delayed,2021-08-23,2022-08-06
FL00280,AA8863,AC0047,EPT,VRJ,2023-01-08 04:28:00,2023-01-08 11:28:00,2023-01-08 04:28:00,2023-01-08 11:28:00,Delayed,2022-07-10,2022-10-29
FL00281,BA2932,AC0044,PFA,NRQ,2023-09-02 06:34:00,2023-09-02 16:34:00,2023-09-02 06:34:00,2023-09-02 16:34:00,On Time,2021-09-22,2022-04-19
FL00282,DL4719,AC0044,OFX,EPT,2023-01-16 04:46:00,2023-01-16 12:46:00,2023-01-16 04:46:00,2023-01-16 12:46:00,Delayed,2021-09-07,2022-08-11
FL00283,DL9900,AC0049,NRQ,OFX,2023-11-29 05:33:00,2023-11-29 08:33:00,2023-11-29 05:33:00,2023-11-29 08:33:00,Delayed,2020-10-04,2022-09-24
FL00284,AA3010,AC0030,EEF,CZS,2023-01-21 23:33:00,2023-01-22 00:33:00,2023-01-21 23:33:00,2023-01-22 00:33:00,Delayed,2022-06-11,2022-03-04
FL00285,DL8645,AC0043,JMW,BHO,2023-03-26 20:27:00,2023-03-26 21:27:00,,,Cancelled,2021-10-17,2022-03-24
FL00286,AA3668,AC0023,CZS,INO,2023-07-06 17:15:00,2023-07-07 00:15:00,2023-07-06 17:15:00,2023-07-07 00:15:00,On Time,2021-08-21,2022-06-10
FL00287,UA2485,AC0049,MKO,WUE,2023-06-14 08:29:00,2023-06-14 18:29:00,2023-06-14 08:29:00,2023-06-14 18:29:00,Delayed,2020-08-23,2022-08-05
FL00288,DL3740,AC0018,LTH,NRQ,2023-05-03 17:20:00,2023-05-03 19:20:00,2023-05-03 17:20:00,2023-05-03 19:20:00,Delayed,2021-08-17,2022-02-25
FL00289,LH179,AC0010,XIL,INO,2023-03-17 17:40:00,2023-03-18 02:40:00,2023-03-17 17:40:00,2023-03-18 02:40:00,Delayed,2022-05-21,2022-03-30
FL00290,BA5631,AC0008,NPC,OFX,2023-02-11 09:43:00,2023-02-11 20:43:00,,,Cancelled,2020-12-03,2022-01-11
FL00291,BA1410,AC0037,PFA,SYI,2023-01-29 11:46:00,2023-01-29 12:46:00,2023-01-29 11:46:00,2023-01-29 12:46:00,On Time,2022-02-11,2022-10-06
FL00292,LH9828,AC0048,EGA,XYK,2023-04-28 08:34:00,2023-04-28 15:34:00,2023-04-28 08:34:00,2023-04-28 15:34:00,Delayed,2022-02-06,2022-03-22
FL00293,BA9642,AC0025,ZBQ,AJF,2023-09-06 19:59:00,2023-09-07 07:59:00,2023-09-06 19:59:00,2023-09-07 07:59:00,Delayed,2020-09-01,2022-08-29
FL00294,UA534,AC0012,HZP,MKO,2023-01-18 14:31:00,2023-01-18 23:31:00,2023-01-18 14:31:00,2023-01-18 23:31:00,On Time,2021-06-03,2022-09-27
FL00295,UA1886,AC0016,NAN,LTH,2023-02-01 17:22:00,2023-02-02 04:22:00,2023-02-01 17:22:00,2023-02-02 04:22:00,On Time,2022-08-15,2022-09-07
FL00296,LH7969,AC0028,RYZ,FWE,2023-11-23 06:56:00,2023-11-23 16:56:00,,,Cancelled,2022-12-04,2022-08-26
FL00297,DL4472,AC0031,XYK,YWA,2023-01-01 15:49:00,2023-01-01 22:49:00,2023-01-01 15:49:00,2023-01-01 22:49:00,On Time,2021-07-11,2022-09-02
FL00298,BA3542,AC0019,GUE,IPW,2023-10-02 04:10:00,2023-10-02 15:10:00,2023-10-02 04:10:00,2023-10-02 15:10:00,Delayed,2020-05-08,2022-02-21
FL00299,UA6962,AC0045,HZP,SYI,2023-12-05 01:03:00,2023-12-05 09:03:00,2023-12-05 01:03:00,2023-12-05 09:03:00,On Time,2021-05-23,2022-01-09
FL00300,BA442,AC0006,IPW,BHO,2023-02-23 22:06:00,2023-02-24 02:06:00,2023-02-23 22:06:00,2023-02-24 02:06:00,Delayed,2020-06-17,2022-07-07
FL00301,LH6357,AC0034,DWY,FJK,2023-10-27 04:48:00,2023-10-27 05:48:00,2023-10-27 04:48:00,2023-10-27 05:48:00,On Time,2020-10-24,2022-03-20
FL00302,BA8561,AC0016,YWA,DWY,2023-09-08 12:45:00,2023-09-08 14:45:00,2023-09-08 12:45:00,2023-09-08 14:45:00,Delayed,2022-12-21,2022-09-14
FL00303,UA2668,AC0032,NAN,NPC,2023-02-28 17:24:00,2023-03-01 03:24:00,2023-02-28 17:24:00,2023-03-01 03:24:00,On Time,2020-09-10,2022-09-30
FL00304,LH9463,AC0037,MZY,NPC,2023-07-23 21:13:00,2023-07-24 03:13:00,2023-07-23 21:13:00,2023-07-24 03:13:00,Delayed,2022-11-20,2022-10-05
FL00305,DL4135,AC0027,UPD,DWY,2023-07-24 07:40:00,2023-07-24 12:40:00,2023-07-24 07:40:00,2023-07-24 12:40:00,On Time,2020-09-16,2022-04-26
FL00306,UA2364,AC0039,EEF,EPT,2023-01-23 05:13:00,2023-01-23 17:13:00,2023-01-23 05:13:00,2023-01-23 17:13:00,On Time,2022-01-13,2022-12-25
FL00307,AA9148,AC0006,MZY,EEF,2023-06-19 14:02:00,2023-06-19 21:02:00,2023-06-19 14:02:00,2023-06-19 21:02:00,On Time,2021-08-21,2022-01-07
