reservation_id,ticket_number,passenger_id,channel_id,promotion_id,fare_basis_id,flight_id,booking_date,departure_date,booking_class,seat_number,promotion_amount,tax_amount,operational_fees,cancellation_fees,fare_price,final_price,is_cancelled,cancellation_reason,cancellation_date,created_at,updated_at
RS002781,TK576326849,PA009544,2,,FB0044,FL00715,2022-05-12 04:48:00,2023-03-27 20:27:26,Y,48C,0.0,28.45,21.44,0.0,284.49,334.38,False,,,2022-05-22 10:30:13,2022-08-04 07:38:08
RS002782,TK457108226,PA009300,2,PR0003,FB0006,FL00319,2022-11-25 16:11:34,2023-08-22 05:29:56,Y,7A,71.14,28.45,11.28,0.0,284.49,253.07999999999998,False,,,2022-02-05 04:16:23,2022-11-23 23:48:12
RS002783,TK311777867,PA003810,1,PR0016,FB0013,FL00119,2022-10-07 22:04:32,2023-04-28 17:05:58,Y,42D,83.56,28.45,12.33,0.0,284.49,241.70999999999998,False,,,2022-01-06 11:27:26,2022-01-16 09:38:29
RS002784,TK439067850,PA006602,1,PR0017,FB0027,FL00693,2022-01-17 15:12:02,2023-11-06 06:36:11,Y,35C,23.87,28.45,45.29,0.0,284.49,334.36,False,,,2022-12-24 08:53:49,2022-06-23 11:27:26
RS002785,TK389101671,PA003082,2,PR0016,FB0023,FL00014,2022-11-16 02:19:08,2023-12-09 12:47:37,Y,10D,76.69,28.45,36.95,0.0,284.49,273.2,False,,,2022-01-31 20:59:46,2022-02-19 09:26:27
RS002786,TK144114410,PA007158,1,PR0008,FB0007,FL00906,2022-03-26 05:09:23,2023-08-13 07:42:54,Y,43F,63.09,28.45,38.21,56.9,284.49,288.05999999999995,True,Schedule change,2023-09-12 13:23:23,2022-06-14 04:27:20,2022-03-14 12:06:54
RS002787,TK233811716,PA009409,2,,FB0038,FL00855,2022-09-04 01:40:24,2023-06-16 10:24:08,Y,4E,0.0,28.45,17.48,0.0,284.49,330.42,False,,,2022-12-26 08:30:12,2022-02-24 23:52:14
RS002788,TK540146998,PA000943,1,,FB0027,FL00706,2022-07-13 11:17:19,2023-10-30 03:40:11,Y,23F,0.0,28.45,17.85,0.0,284.49,330.79,False,,,2022-04-07 23:46:50,2022-08-04 02:04:40
RS002789,TK109853962,PA008532,2,,FB0033,FL00941,2022-05-23 03:11:07,2023-02-14 13:30:33,Y,44B,0.0,28.45,23.44,0.0,284.49,336.38,False,,,2022-03-18 09:30:05,2022-08-04 01:27:36
RS002790,TK547479666,PA003435,2,,FB0032,FL00691,2022-05-31 18:45:32,2023-04-26 16:33:40,Y,44C,0.0,28.45,21.5,0.0,284.49,334.44,False,,,2022-11-19 16:48:56,2022-01-19 19:55:34
RS002791,TK692161199,PA007236,1,,FB0029,FL00161,2022-08-17 12:33:24,2023-09-06 15:17:08,Y,28C,0.0,28.45,11.65,0.0,284.49,324.59,False,,,2022-10-23 16:43:33,2022-09-26 17:16:58
RS002792,TK564066755,PA003078,1,,FB0010,FL00262,2022-07-19 11:19:08,2023-01-15 12:39:42,Y,12F,0.0,28.45,33.27,0.0,284.49,346.21,False,,,2022-12-24 16:10:46,2022-11-13 11:39:34
RS002793,TK308026085,PA006674,1,,FB0039,FL00339,2022-03-30 11:38:56,2023-01-31 19:32:30,Y,43E,0.0,28.45,40.68,0.0,284.49,353.62,False,,,2022-06-28 07:35:25,2022-01-31 10:44:59
RS002794,TK992040736,PA000592,2,,FB0042,FL00202,2022-09-11 13:38:27,2023-08-05 13:48:14,Y,39A,0.0,28.45,37.86,0.0,284.49,350.8,False,,,2022-07-10 01:21:01,2022-12-20 09:17:29
RS002795,TK718150988,PA005269,2,PR0012,FB0013,FL00201,2022-03-07 05:53:36,2023-06-05 10:27:52,Y,39D,61.42,28.45,19.18,0.0,284.49,270.7,False,,,2022-09-20 17:45:36,2022-04-26 03:23:09
RS002796,TK499127527,PA005889,2,PR0005,FB0040,FL00500,2022-07-03 07:49:59,2023-09-08 04:33:40,Y,17A,29.47,28.45,35.54,0.0,284.49,319.01,False,,,2022-09-25 04:08:32,2022-03-13 19:02:46
RS002797,TK355790749,PA009508,1,PR0003,FB0007,FL00769,2022-07-01 19:55:23,2023-04-21 07:01:29,Y,14D,45.58,28.45,28.37,0.0,284.49,295.73,False,,,2022-04-26 12:46:31,2022-03-23 21:28:53
RS002798,TK640900619,PA005051,1,,FB0031,FL00898,2022-07-06 01:54:07,2023-01-26 03:20:42,Y,49C,0.0,28.45,32.01,0.0,284.49,344.95,False,,,2022-01-21 08:38:25,2022-10-18 18:50:59
RS002799,TK324957646,PA005013,1,,FB0025,FL00216,2022-03-01 10:08:47,2023-10-24 23:15:18,Y,47B,0.0,28.45,37.8,0.0,284.49,350.74,False,,,2022-05-22 22:27:13,2022-07-04 22:02:10
RS002800,TK576370145,PA009283,1,,FB0019,FL00043,2022-05-17 14:41:44,2023-10-04 15:43:09,Y,42E,0.0,28.45,30.26,0.0,284.49,343.2,False,,,2022-08-31 12:05:47,2022-06-10 06:43:16
RS002801,TK731275701,PA001926,1,,FB0029,FL00110,2022-07-26 01:11:28,2023-11-27 20:36:54,Y,48F,0.0,28.45,22.62,0.0,284.49,335.56,False,,,2022-11-13 11:57:14,2022-11-10 12:14:23
RS002802,TK409176430,PA006918,1,,FB0045,FL00696,2022-01-15 02:26:10,2023-12-22 23:11:05,Y,1A,0.0,28.45,11.99,0.0,284.49,324.93,False,,,2022-09-14 06:49:48,2022-07-31 02:33:07
RS002803,TK716687768,PA001150,2,,FB0027,FL00690,2022-07-19 10:21:40,2023-10-15 14:14:42,Y,35D,0.0,28.45,24.84,0.0,284.49,337.78,False,,,2022-12-02 03:31:58,2022-06-01 10:52:58
RS002804,TK279073747,PA004627,2,,FB0045,FL00419,2022-12-02 09:50:40,2023-08-04 14:30:07,Y,11C,0.0,28.45,46.92,0.0,284.49,359.86,False,,,2022-03-21 23:20:42,2022-04-13 14:33:43
RS002805,TK584684637,PA006010,2,,FB0041,FL00795,2022-03-09 06:04:11,2023-04-08 15:59:49,Y,38B,0.0,28.45,15.41,0.0,284.49,328.35,False,,,2022-07-08 10:53:18,2022-12-27 12:15:15
RS002806,TK738346630,PA006711,1,,FB0015,FL00116,2022-08-28 20:12:30,2023-11-18 05:13:22,Y,24C,0.0,28.45,15.77,0.0,284.49,328.71,False,,,2022-07-05 16:11:35,2022-04-14 11:14:21
RS002807,TK898691605,PA001511,1,PR0001,FB0024,FL00378,2022-07-21 20:54:13,2023-05-18 12:35:44,Y,31C,43.73,28.45,39.24,0.0,284.49,308.45,False,,,2022-09-17 04:26:15,2022-07-15 02:24:50
RS002808,TK990772386,PA002528,1,PR0005,FB0018,FL00833,2022-06-15 21:47:36,2023-03-26 10:23:25,Y,50A,72.54,28.45,42.61,0.0,284.49,283.01,False,,,2022-04-04 14:56:55,2022-08-24 06:12:00
RS002809,TK587015768,PA007558,1,,FB0043,FL00240,2022-09-13 21:28:58,2023-10-28 00:03:30,Y,13F,0.0,28.45,31.61,0.0,284.49,344.55,False,,,2022-11-15 13:55:16,2022-09-16 08:31:26
RS002810,TK960987438,PA008643,2,,FB0044,FL00026,2022-07-19 17:34:49,2023-03-21 04:51:43,Y,43B,0.0,28.45,20.21,56.9,284.49,333.15,True,Personal reasons,2023-10-07 04:59:01,2022-03-31 14:49:32,2022-04-05 04:47:28
RS002811,TK693747287,PA003180,2,,FB0025,FL00305,2022-09-04 17:13:16,2023-08-24 11:24:22,Y,1D,0.0,28.45,34.25,0.0,284.49,347.19,False,,,2022-03-13 18:20:04,2022-04-28 20:10:37
RS002812,TK673646031,PA002022,2,PR0003,FB0025,FL00965,2022-06-01 11:45:35,2023-08-07 09:25:21,Y,2B,39.74,28.45,37.07,0.0,284.49,310.27,False,,,2022-09-15 05:04:57,2022-10-13 22:39:03
RS002813,TK807094467,PA006616,2,PR0019,FB0043,FL00933,2022-02-23 06:51:34,2023-09-06 06:59:41,Y,47C,21.19,28.45,45.5,0.0,284.49,337.25,False,,,2022-04-12 19:28:31,2022-01-13 01:07:00
RS002814,TK607909484,PA001326,1,,FB0035,FL00366,2022-08-19 12:24:34,2023-01-30 22:55:55,Y,9F,0.0,28.45,34.61,0.0,284.49,347.55,False,,,2022-03-05 15:43:32,2022-05-16 19:39:34
RS002815,TK122961252,PA000658,1,PR0002,FB0027,FL00595,2022-07-07 19:35:38,2023-11-03 11:40:45,Y,26F,33.82,28.45,24.69,0.0,284.49,303.81,False,,,2022-03-06 19:19:35,2022-10-28 21:26:52
RS002816,TK890314872,PA008489,1,,FB0038,FL00306,2022-07-12 15:37:42,2023-10-12 02:43:47,Y,5F,0.0,28.45,32.83,56.9,284.49,345.77,True,Personal reasons,2023-06-25 06:05:39,2022-02-05 11:43:57,2022-07-08 17:59:55
RS002817,TK157262471,PA005342,2,,FB0048,FL00619,2022-06-20 20:14:52,2023-10-02 13:25:10,Y,43B,0.0,28.45,33.94,0.0,284.49,346.88,False,,,2022-12-06 12:10:52,2022-04-20 16:34:32
RS002818,TK114136450,PA005194,2,,FB0001,FL00015,2022-05-28 21:16:20,2023-06-24 11:51:50,Y,18E,0.0,28.45,26.79,0.0,284.49,339.73,False,,,2022-03-30 15:38:05,2022-11-09 03:31:39
RS002819,TK950232720,PA009485,2,,FB0035,FL00797,2022-12-01 03:37:03,2023-12-29 02:10:05,Y,27E,0.0,28.45,45.41,0.0,284.49,358.35,False,,,2022-08-18 23:57:59,2022-08-24 09:31:47
RS002820,TK799374652,PA006460,2,,FB0023,FL00219,2022-06-14 12:16:51,2023-04-15 12:32:50,Y,35F,0.0,28.45,25.39,56.9,284.49,338.33,True,Personal reasons,2023-02-24 10:00:10,2022-05-20 16:47:06,2022-01-06 01:11:22
RS002821,TK274025670,PA008621,2,,FB0008,FL00010,2022-06-28 04:50:01,2023-04-24 20:14:27,Y,28C,0.0,28.45,19.89,0.0,284.49,332.83,False,,,2022-12-01 21:46:19,2022-08-18 20:00:16
RS002822,TK997804444,PA008854,2,PR0010,FB0042,FL00930,2022-08-30 15:08:39,2023-08-06 11:52:54,Y,24F,87.41,28.45,32.88,0.0,284.49,258.40999999999997,False,,,2022-06-06 17:13:10,2022-07-02 03:17:55
RS002823,TK363560154,PA009393,1,,FB0035,FL00141,2022-08-07 05:40:49,2023-12-25 19:51:50,Y,17A,0.0,28.45,41.35,0.0,284.49,354.29,False,,,2022-11-26 17:19:56,2022-08-05 07:38:43
RS002824,TK198624137,PA002744,2,,FB0049,FL00486,2022-11-20 00:46:33,2023-10-20 22:00:48,Y,35D,0.0,28.45,23.67,56.9,284.49,336.61,True,Personal reasons,2023-07-07 04:44:38,2022-03-19 07:35:21,2022-04-04 01:41:41
RS002825,TK230132584,PA004022,1,,FB0047,FL00925,2022-10-19 01:15:34,2023-05-17 17:39:45,Y,24E,0.0,28.45,46.14,0.0,284.49,359.08,False,,,2022-07-16 18:59:42,2022-06-22 16:40:15
RS002826,TK108254813,PA000755,1,,FB0020,FL00340,2022-04-23 11:12:44,2023-09-19 12:02:15,Y,45C,0.0,28.45,37.68,0.0,284.49,350.62,False,,,2022-10-24 11:21:31,2022-10-08 22:31:37
RS002827,TK913457094,PA001223,2,PR0008,FB0028,FL00884,2022-07-22 23:57:11,2023-09-05 06:36:54,Y,10B,23.7,28.45,43.25,0.0,284.49,332.49,False,,,2022-01-11 18:27:02,2022-10-04 06:17:49
RS002828,TK849300135,PA003767,1,,FB0037,FL00245,2022-05-18 06:08:24,2023-04-17 02:22:08,Y,48C,0.0,28.45,40.16,0.0,284.49,353.1,False,,,2022-04-15 10:01:33,2022-02-09 04:14:59
RS002829,TK735991908,PA004018,2,,FB0035,FL00400,2022-06-06 01:22:07,2023-05-03 04:23:14,Y,32D,0.0,28.45,36.27,0.0,284.49,349.21,False,,,2022-10-29 17:31:46,2022-10-06 11:20:58
RS002830,TK118181196,PA006357,2,,FB0031,FL00396,2022-06-01 20:43:09,2023-07-18 19:39:19,Y,27D,0.0,28.45,28.16,0.0,284.49,341.1,False,,,2022-08-11 11:14:19,2022-08-26 17:19:12
RS002831,TK389389943,PA004260,1,PR0009,FB0030,FL00842,2022-12-10 13:02:13,2023-06-14 05:47:28,Y,35D,44.82,28.45,16.92,56.9,284.49,285.04,True,Personal reasons,2023-01-01 13:56:21,2022-05-20 01:13:33,2022-09-06 18:10:05
RS002832,TK233644738,PA001985,1,PR0007,FB0017,FL00926,2022-12-31 04:11:04,2023-06-20 05:50:50,Y,1A,33.3,28.45,27.44,0.0,284.49,307.08,False,,,2022-12-02 23:40:24,2022-10-06 01:26:06
RS002833,TK512670881,PA009015,2,PR0006,FB0012,FL00499,2022-02-03 23:04:24,2023-01-06 10:05:09,Y,10D,28.54,28.45,12.73,0.0,284.49,297.13,False,,,2022-08-25 23:49:03,2022-01-04 03:59:09
RS002834,TK534315938,PA004409,2,PR0001,FB0050,FL00614,2022-09-08 08:18:26,2023-08-23 13:59:01,Y,23B,56.88,28.45,49.82,0.0,284.49,305.88,False,,,2022-05-09 22:14:33,2022-01-29 08:33:18
RS002835,TK698484655,PA005223,1,,FB0045,FL00613,2022-08-23 07:18:56,2023-07-19 08:29:12,Y,9D,0.0,28.45,39.96,0.0,284.49,352.9,False,,,2022-03-23 21:38:05,2022-11-22 23:06:19
RS002836,TK712346702,PA004527,1,,FB0025,FL00859,2022-11-24 21:40:13,2023-04-04 01:19:56,Y,46D,0.0,28.45,25.65,0.0,284.49,338.59,False,,,2022-06-05 23:44:19,2022-10-19 21:40:08
RS002837,TK678958142,PA006353,1,,FB0017,FL00156,2022-12-16 14:27:32,2023-08-21 01:33:40,Y,6F,0.0,28.45,16.14,0.0,284.49,329.08,False,,,2022-02-14 12:58:09,2022-12-23 23:19:42
RS002838,TK573876855,PA004399,2,,FB0038,FL00360,2022-07-07 14:47:11,2023-11-30 11:16:21,Y,23A,0.0,28.45,41.58,56.9,284.49,354.52,True,Schedule change,2023-01-03 23:29:41,2022-01-12 04:19:59,2022-05-03 12:10:32
RS002839,TK445921646,PA000170,1,PR0016,FB0033,FL00893,2022-12-12 07:32:44,2023-03-24 13:53:28,Y,27A,72.55,28.45,47.2,56.9,284.49,287.59,True,Personal reasons,2023-10-25 00:04:50,2022-06-20 22:04:08,2022-06-16 04:13:47
RS002840,TK573799309,PA000008,1,,FB0012,FL00494,2022-06-24 21:45:21,2023-03-17 12:32:38,Y,24F,0.0,28.45,20.94,0.0,284.49,333.88,False,,,2022-01-29 13:24:20,2022-10-24 20:29:50
RS002841,TK117710201,PA007904,1,,FB0038,FL00377,2022-01-08 15:10:58,2023-10-26 03:32:34,Y,5B,0.0,28.45,37.01,0.0,284.49,349.95,False,,,2022-12-30 04:12:01,2022-03-12 08:40:16
RS002842,TK566288540,PA004868,1,,FB0049,FL00121,2022-10-03 21:19:21,2023-09-01 10:08:08,Y,21B,0.0,28.45,32.34,0.0,284.49,345.28,False,,,2022-05-01 02:31:01,2022-08-05 16:50:00
RS002843,TK497811083,PA001587,1,,FB0003,FL00817,2022-04-28 23:54:04,2023-02-08 00:51:17,Y,37D,0.0,28.45,33.24,56.9,284.49,346.18,True,Schedule change,2023-04-03 12:08:45,2022-08-24 01:30:03,2022-01-24 12:39:20
RS002844,TK869089934,PA003524,2,PR0013,FB0044,FL00557,2022-07-17 17:14:05,2023-10-22 06:24:59,Y,25B,94.41,28.45,15.17,0.0,284.49,233.70000000000002,False,,,2022-12-15 18:03:19,2022-08-29 07:01:06
RS002845,TK719317976,PA006954,2,PR0018,FB0012,FL00777,2022-04-10 17:39:08,2023-07-31 11:55:15,Y,1C,25.22,28.45,39.21,0.0,284.49,326.92999999999995,False,,,2022-03-11 13:54:52,2022-07-17 23:15:54
RS002846,TK890081203,PA001520,1,PR0016,FB0027,FL00867,2022-03-06 07:05:30,2023-11-23 17:21:23,Y,4D,63.83,28.45,34.79,0.0,284.49,283.90000000000003,False,,,2022-03-30 10:49:14,2022-12-10 18:41:51
RS002847,TK800628865,PA000326,1,PR0015,FB0050,FL00994,2022-02-28 02:21:32,2023-07-15 10:48:46,Y,29A,75.91,28.45,19.65,0.0,284.49,256.67999999999995,False,,,2022-08-31 12:36:34,2022-09-30 16:53:25
RS002848,TK593041526,PA002582,2,PR0018,FB0011,FL00232,2022-01-27 12:33:10,2023-07-26 02:23:18,Y,30C,57.24,28.45,24.53,56.9,284.49,280.23,True,Personal reasons,2023-11-03 10:19:41,2022-10-30 15:39:13,2022-10-06 14:23:05
RS002849,TK815993831,PA006834,1,,FB0005,FL00955,2022-02-11 23:31:37,2023-02-20 04:27:07,Y,31F,0.0,28.45,48.22,0.0,284.49,361.15999999999997,False,,,2022-01-12 04:39:14,2022-10-25 11:07:43
RS002850,TK675325457,PA004629,1,,FB0035,FL00159,2022-10-20 19:58:32,2023-10-21 15:54:15,Y,21A,0.0,28.45,41.13,0.0,284.49,354.07,False,,,2022-06-03 11:00:21,2022-02-19 10:30:29
RS002851,TK453668345,PA007653,2,,FB0036,FL00075,2022-08-26 19:58:05,2023-06-17 12:26:52,Y,16A,0.0,28.45,31.41,0.0,284.49,344.35,False,,,2022-11-02 14:00:58,2022-09-15 15:46:40
RS002852,TK401373678,PA004612,1,,FB0031,FL00332,2022-04-13 01:00:59,2023-07-31 19:29:57,Y,1E,0.0,28.45,26.66,0.0,284.49,339.6,False,,,2022-04-05 17:06:44,2022-11-26 22:34:36
RS002853,TK683728278,PA002377,2,,FB0031,FL00576,2022-07-07 02:54:39,2023-03-14 07:18:58,Y,35A,0.0,28.45,26.97,0.0,284.49,339.90999999999997,False,,,2022-07-11 22:23:47,2022-01-22 17:22:53
RS002854,TK535711604,PA005125,1,PR0019,FB0034,FL00596,2022-05-11 18:49:04,2023-08-26 09:32:07,Y,11F,50.54,28.45,15.1,0.0,284.49,277.5,False,,,2022-06-15 02:13:05,2022-06-04 18:16:21
RS002855,TK456559621,PA006608,2,PR0001,FB0042,FL00132,2022-05-21 09:52:24,2023-12-25 02:57:55,Y,36E,92.26,28.45,35.45,0.0,284.49,256.13,False,,,2022-03-29 12:44:53,2022-02-21 21:18:57
RS002856,TK897849525,PA008429,1,,FB0041,FL00385,2022-12-24 00:49:26,2023-10-11 19:42:52,Y,24A,0.0,28.45,20.29,56.9,284.49,333.23,True,Personal reasons,2023-09-04 18:13:50,2022-11-26 07:08:16,2022-02-21 18:30:42
RS002857,TK435447106,PA006853,2,,FB0015,FL00514,2022-03-27 23:19:32,2023-02-23 05:43:58,Y,9B,0.0,28.45,23.15,0.0,284.49,336.09,False,,,2022-11-16 06:28:02,2022-09-09 07:39:04
RS002858,TK102539531,PA008960,2,,FB0003,FL00602,2022-07-22 01:04:52,2023-03-15 05:18:12,Y,6E,0.0,28.45,29.77,0.0,284.49,342.71,False,,,2022-02-13 05:26:30,2022-10-17 11:31:42
RS002859,TK731512400,PA000945,1,,FB0013,FL00312,2022-05-20 15:42:58,2023-08-24 01:46:36,Y,4E,0.0,28.45,28.85,0.0,284.49,341.79,False,,,2022-08-19 05:03:21,2022-11-10 17:19:12
RS002860,TK542479917,PA008611,2,,FB0045,FL00713,2022-07-25 22:56:23,2023-12-15 01:20:19,Y,10F,0.0,28.45,18.92,0.0,284.49,331.86,False,,,2022-11-27 14:21:44,2022-12-09 00:49:51
RS002861,TK811171981,PA005670,2,,FB0025,FL00350,2022-08-07 11:43:13,2023-07-04 22:43:41,Y,16F,0.0,28.45,16.29,0.0,284.49,329.23,False,,,2022-08-26 03:07:46,2022-10-29 19:33:50
RS002862,TK887597079,PA001679,1,PR0002,FB0011,FL00269,2022-11-16 04:52:02,2023-01-17 05:46:55,Y,2A,29.68,28.45,29.74,0.0,284.49,313.0,False,,,2022-01-04 23:21:19,2022-12-08 23:56:40
RS002863,TK793281859,PA005428,2,PR0017,FB0004,FL00781,2022-10-05 19:51:36,2023-08-07 05:32:45,Y,40C,25.84,28.45,31.16,0.0,284.49,318.26000000000005,False,,,2022-08-29 19:36:20,2022-09-07 16:31:20
RS002864,TK498232010,PA007860,2,PR0009,FB0032,FL00124,2022-09-02 11:48:49,2023-01-01 06:02:25,Y,28C,44.61,28.45,11.66,0.0,284.49,279.99,False,,,2022-09-23 02:52:01,2022-02-02 20:08:21
RS002865,TK839220874,PA001224,1,PR0001,FB0011,FL00681,2022-12-25 04:15:33,2023-04-20 04:17:11,Y,47D,51.96,28.45,20.99,0.0,284.49,281.97,False,,,2022-11-27 16:50:38,2022-09-09 00:14:34
RS002866,TK659227035,PA008114,1,PR0019,FB0016,FL00132,2022-11-01 01:19:35,2023-06-02 10:48:11,Y,9B,12.55,28.45,46.7,0.0,284.49,347.09,False,,,2022-02-10 09:48:15,2022-07-20 21:03:05
RS002867,TK210222859,PA004561,1,,FB0025,FL00205,2022-12-07 02:12:23,2023-04-06 07:40:42,Y,2A,0.0,28.45,25.16,56.9,284.49,338.1,True,Found better price,2023-05-14 15:06:18,2022-05-14 23:57:05,2022-03-11 07:14:58
RS002868,TK903974000,PA008439,1,,FB0034,FL00953,2022-12-22 12:47:30,2023-10-28 23:32:51,Y,7A,0.0,28.45,18.0,0.0,284.49,330.94,False,,,2022-11-22 05:48:33,2022-12-09 10:02:20
RS002869,TK498658487,PA008097,2,PR0011,FB0039,FL00809,2022-06-10 00:41:11,2023-02-17 18:28:24,Y,28C,22.67,28.45,23.7,0.0,284.49,313.96999999999997,False,,,2022-08-10 03:12:38,2022-03-31 02:01:26
RS002870,TK345034282,PA009020,2,,FB0014,FL00965,2022-03-17 00:38:31,2023-08-24 22:24:59,Y,41E,0.0,28.45,36.85,0.0,284.49,349.79,False,,,2022-09-12 17:19:14,2022-01-13 07:36:08
RS002871,TK716914044,PA009798,2,,FB0031,FL00955,2022-12-15 06:41:14,2023-08-30 11:34:02,Y,12C,0.0,28.45,28.7,56.9,284.49,341.64,True,Found better price,2023-03-04 15:27:03,2022-03-15 14:05:26,2022-11-26 09:38:50
RS002872,TK869691493,PA004682,2,PR0016,FB0041,FL00151,2022-06-25 12:03:08,2023-06-01 11:21:29,Y,6F,48.67,28.45,43.74,0.0,284.49,308.01,False,,,2022-12-25 08:03:54,2022-12-15 13:03:35
RS002873,TK896388719,PA008876,2,,FB0005,FL00757,2022-09-24 20:56:18,2023-03-03 23:07:30,Y,8C,0.0,28.45,32.99,0.0,284.49,345.93,False,,,2022-10-28 14:16:09,2022-09-02 22:06:38
RS002874,TK797262546,PA000478,1,,FB0032,FL00214,2022-11-16 16:38:37,2023-09-01 06:33:30,Y,8A,0.0,28.45,16.33,0.0,284.49,329.27,False,,,2022-10-11 12:08:18,2022-05-25 08:17:33
RS002875,TK563360610,PA003515,1,,FB0009,FL00733,2022-01-28 06:09:37,2023-06-12 09:35:34,Y,10D,0.0,28.45,19.72,0.0,284.49,332.65999999999997,False,,,2022-07-12 02:57:36,2022-07-24 15:18:56
RS002876,TK441149579,PA007159,1,,FB0041,FL00707,2022-08-24 11:52:50,2023-10-31 16:01:24,Y,15D,0.0,28.45,46.94,0.0,284.49,359.88,False,,,2022-09-29 01:34:07,2022-11-10 15:30:14
RS002877,TK590701219,PA005989,1,,FB0036,FL00548,2022-07-09 00:59:59,2023-11-25 09:53:00,Y,26E,0.0,28.45,29.78,0.0,284.49,342.72,False,,,2022-06-29 03:57:29,2022-05-04 18:55:39
RS002878,TK305941346,PA006857,1,,FB0007,FL00097,2022-10-27 09:01:44,2023-10-23 07:46:20,Y,33E,0.0,28.45,40.74,0.0,284.49,353.68,False,,,2022-11-15 02:25:42,2022-03-30 17:48:01
RS002879,TK752563928,PA004195,2,,FB0042,FL00868,2022-05-13 19:00:39,2023-02-27 10:26:30,Y,6F,0.0,28.45,19.26,0.0,284.49,332.2,False,,,2022-07-31 16:10:12,2022-03-21 13:58:49
RS002880,TK823240986,PA009710,2,,FB0049,FL00769,2022-08-05 20:10:25,2023-04-11 19:54:20,Y,43B,0.0,28.45,43.96,0.0,284.49,356.9,False,,,2022-05-12 17:44:59,2022-08-01 06:40:34
RS002881,TK705591582,PA007441,2,,FB0019,FL00340,2022-11-01 00:40:36,2023-05-27 02:50:02,Y,39D,0.0,28.45,39.93,0.0,284.49,352.87,False,,,2022-01-29 04:22:59,2022-12-22 04:18:49
RS002882,TK286502934,PA008269,2,,FB0046,FL00188,2022-09-07 02:01:34,2023-06-12 17:24:24,Y,14A,0.0,28.45,46.75,0.0,284.49,359.69,False,,,2022-03-05 17:27:47,2022-03-22 16:41:54
RS002883,TK943965281,PA009841,1,,FB0003,FL00377,2022-02-13 12:38:11,2023-01-28 23:54:08,Y,46A,0.0,28.45,40.21,0.0,284.49,353.15,False,,,2022-03-22 20:29:06,2022-02-14 17:58:20
RS002884,TK727132066,PA008920,1,,FB0020,FL00586,2022-01-17 17:01:57,2023-01-02 18:07:04,Y,36D,0.0,28.45,47.02,0.0,284.49,359.96,False,,,2022-05-20 22:41:45,2022-11-02 10:41:53
RS002885,TK262775733,PA009288,1,,FB0025,FL00298,2022-09-04 04:17:05,2023-09-11 18:55:34,Y,49E,0.0,28.45,38.89,0.0,284.49,351.83,False,,,2022-01-22 09:09:23,2022-07-22 22:34:38
RS002886,TK670529705,PA008364,1,PR0016,FB0005,FL00478,2022-01-08 04:07:49,2023-03-29 19:12:24,Y,29D,73.72,28.45,16.16,0.0,284.49,255.38000000000002,False,,,2022-07-28 14:40:10,2022-07-03 08:33:45
RS002887,TK567276506,PA009983,1,,FB0015,FL00592,2022-11-18 23:29:18,2023-08-26 13:45:18,Y,3F,0.0,28.45,47.62,0.0,284.49,360.56,False,,,2022-04-29 14:24:54,2022-03-06 02:40:26
RS002888,TK894576333,PA003636,2,,FB0029,FL00821,2022-08-10 08:13:39,2023-07-07 04:05:55,Y,46D,0.0,28.45,37.54,0.0,284.49,350.48,False,,,2022-05-03 07:58:42,2022-12-12 16:40:46
RS002889,TK374249938,PA004968,2,,FB0033,FL00740,2022-05-30 03:30:40,2023-01-22 11:06:19,Y,42D,0.0,28.45,28.83,0.0,284.49,341.77,False,,,2022-03-14 23:16:41,2022-03-29 11:42:36
RS002890,TK319504975,PA001710,2,,FB0027,FL00455,2022-09-14 13:59:49,2023-08-15 15:22:20,Y,17D,0.0,28.45,36.5,0.0,284.49,349.44,False,,,2022-10-05 12:43:48,2022-01-24 18:22:48
RS002891,TK531445463,PA008931,1,,FB0032,FL00760,2022-05-14 20:59:26,2023-08-22 10:17:44,Y,3C,0.0,28.45,20.35,0.0,284.49,333.29,False,,,2022-04-14 08:50:33,2022-05-19 07:55:02
RS002892,TK470896031,PA009853,1,,FB0031,FL00195,2022-10-04 04:46:48,2023-07-11 03:22:51,Y,26C,0.0,28.45,46.02,0.0,284.49,358.96,False,,,2022-08-08 12:40:12,2022-02-13 04:30:36
RS002893,TK601827348,PA005423,2,,FB0017,FL00872,2022-07-29 18:02:53,2023-05-18 11:34:33,Y,44F,0.0,28.45,10.82,0.0,284.49,323.76,False,,,2022-08-03 19:10:50,2022-08-03 23:57:46
RS002894,TK418002200,PA001433,2,,FB0033,FL00580,2022-11-13 01:08:25,2023-03-20 13:56:34,Y,19F,0.0,28.45,13.89,0.0,284.49,326.83,False,,,2022-01-15 11:36:42,2022-11-22 20:31:08
RS002895,TK826834216,PA002562,2,,FB0009,FL00812,2022-10-26 11:40:07,2023-06-02 10:49:05,Y,36F,0.0,28.45,48.83,0.0,284.49,361.77,False,,,2022-12-21 13:31:17,2022-11-16 07:28:10
RS002896,TK608607660,PA009287,1,,FB0049,FL00188,2022-03-25 17:15:08,2023-08-28 17:36:34,Y,10F,0.0,28.45,39.55,0.0,284.49,352.49,False,,,2022-06-22 07:16:00,2022-06-19 13:09:43
